raid_id,ranking,agent_address,avatar_address
1,1,C36f031aA721f52532BA665Ba9F020e45437D98D,5Ea5755eD86631a4D086CC4Fae41740C8985F1B4
1,2,C0bA278CB8379683E66C28928fa0Aa8bfF3D95E6,aB44635462880666dAa7f2Be5a21c71C1590fF2B
1,3,B75e727f890b42FBE202AD33b836ec5Ea2eeb58d,6dbFFeEC4d103f5aDa4c7050249FF877C0cb20B3
1,4,A64872Ac9E4AC62e4C6098A3ec489baa09BAe547,bded05BFE1A606ba9F84013925601e80E0c0F68D
1,5,288816E15A692A42BFAB1EE206ce0656Ee3Fe871,FD3Ac1723aF2AE1d8147c4b13b24C718A20693Cd
1,6,625D3aF1b2D9f6D13fc91b7AF6dde41A3c72B2AC,a5DED46B4465593d804D2b35a3DFB311B6470afC
1,7,8717683c6c706203bE47Cec1C31D1073E527B276,7d58F6271297f66Ee2E68EFaF094bDE796d01BC7
1,8,D478d3A6cFe30C32F501e80D1d228C5d2881c4Cf,e647582faBF2D5904520b2587084b9d87E350EF0
1,9,f42b145D6e278648f86C98a00c9802378cDD6f78,c596C30D82813DA5Fbfcc22Da8F18Dd381b81E03
1,10,5c930445255d185D5Cb45F693c3A00C4eD8eCE2b,39a3609566Fa4888cf3Db68a4972A204884a656b
1,11,844898C54d381639c6640c3069E873Afc0BBD5f1,3CCF8781c0c55aE2f882f429aDC990C9BcE30E9f
1,12,0x9EBD1b4F9DbB851BccEa0CFF32926d81eDf6De52,01A0b412721b00bFb5D619378F8ab4E4a97646Ca
1,13,0E7745D2e9553037f2B8c2A226Cb4F348920d221,b2eB00B1d3613b630ACb81EA81a7198c5CCC6BE5
1,14,cD1D8ef767fb774c62Cd2cbda07Fe09935557341,00fEaD3878CE724deac3286e6EF3960feA83E370
1,15,640Ea05b28B855fdE6cE1f78FaB0667fD1a1EB5e,77390AD2518De1D7Bb6e1BF3b6Dcec3a2cfa65e2
1,16,3298419C905511Bc5153EB47B5da6b079732Baed,F15D23B414dd00Bac8C14A9d943B11E8A8a06EbB
1,17,B4ED76b1bc16FE973503A313aAD755d9D7A03999,C61b1b06D215aA369Df320B9907E90fa9aAe1539
1,18,0x9820be971a98676AADe839755b817613757941fE,4Eee42F9d7B9A7cA49c3C63B8A422313C42346ab
1,19,3BdC87fAb06CF3358F87c0368b3086f288f7a95f,9e4405DFd2b25d31a491Fe693f08229cd6490804
1,20,BcEcf25C23a174dA684149a7FDc66D4a4416fcAd,27D09b1898E0A6f22D04Ec656D8d811b4d14a81b
1,21,0x1774cd5d2C1C0f72AA75E9381889a1a554797a4c,1F8d5e0D201B7232cE3BC8d630d09E3F9107CceE
1,22,50DF875CBdDAa0AFE9c20554e988dCa97395DC87,93B36E9DB49E289F80483c336a0dC3b4bf2cb41d
1,23,D9fCe9E571ed4bdB34D3CF46A918Eb6938571a5B,1a155C59a73D024a70Ca9fe280ba719359072170
1,24,bB4e59279a526bb1E6B295b0C3fFeCF9BCb02b4D,2DB02d98129DaAcBB9730E5147f3FE10505f8D65
1,25,6338aa47485C28c479109d66fE6092b54CbfD0D5,d0981D215AFCbc3130076989821DA118a1b134C1
1,26,0e82106B51630C52793EF33Fcc2b2563BecE32Ef,BbccF7842070c16310007D8A23385812C737d685
1,27,6284d7190C257A564394E849527f61E5afc7C2e8,0008b5E459C660DaDb394963A283A41361d325b1
1,28,b9Aaa7aC95C5114f4B0E3909356A7581B93Fe964,0e9D5F7429F588086b6135669E85d26b5d889D12
1,29,CfaA743C6d3e957Dc7902057cD4b8217aA1BEBfc,995B5D1E1259fA75b7D8DC2cb741819e742C1488
1,30,0xd1C90CB02919f39b64E71B533312D58417771C43,f86881a2A01fc155772083ec8C55b56A710B53AB
1,31,2Bfb9997B5d31904A86fb51D99b3364bD747ccE7,68292FDf511FC419913CaAa3237D6A431ec0e6EF
1,32,656dEB2BCe0D048E968126495d0fD9CF56aA27F1,7C571a11f7cCBd54934596a6E3fbd18EF64a812d
1,33,CbAf782c7E7736a998021A7A6DedC85410a7acb4,8aDFB6a557527270cA42A9f9BB9B120D8F023415
1,34,704a41c793C74736cb70241a79B39cf2E6DAD771,2A17dEc73D95E1cc80bFA018aaC836d4B233eE49
1,35,7A380b5b7a51F93E0Bd3C4E2d2F6ECd0d8C80c04,A222Ac97A3dac14E743dd9fEDF3f4a7E28e15011
1,36,a49d64c31A2594e8Fb452238C9a03beFD1119963,3b7a47daAece48807Fc00a310B05BD9f5D26736e
1,37,C036Ab7f585C2ecE643659c8784fEaf55Ee18Ae4,a0ec983b07b3266571b0C336c80D8eC9bb791898
1,38,64FB1DBbBAc395B629997962DA25BA02a09FaBF5,Fe624725cAc2eebb70c2634fC7a2eaabACC8f71C
1,39,55C00f6879Dc67b52d873A6bCd9e936BE6a81347,bD4Af00c622420b2C506C3401A68BCC282df3eAB
1,40,0xe6f030E3E9Df6628A8FE3707AE4DFD41664999cf,B260C59Ee2F14f0212AfFCc454196133E6622a4a
1,41,7511eE4eE0A1c1DEE58945Da6752029bEB0A6Fbb,5576c71d14b9d7E462ee9cD1aa05849de91c693d
1,42,01069aaf336e6aEE605a8A54D0734b43B62f8Fe4,5b65f5D0e23383FA18d74A62FbEa383c7D11F29d
1,43,98a2c4E7753B47bcd7bc7b8a4943553bfE1683C5,0B3BB3150B70317E51B5Ae6AaF478A614e2db46d
1,44,B6610AbD6eb185D2E1987198d0a6Cb3A4AE1E8a2,fD740015Ff8aec514706BDa5F2Cc74ee4573B9c0
1,45,a44383c1D4f12920f0eb8c77cca24886eA666dd5,d0190D103ecC827F6145C9aa79d9BB8CCBEeE875
1,46,7a3D50eca093e11CA0466b1Ff560F0656FCfBa8a,A07301794cB05EAAb2a99aD5Cc63A722B11106b7
1,47,975f3C3f62fA43daD51891F961fe360d191b1442,15D001bBA3F3bd8D9FBb28F3847f78760B37A17D
1,48,03123dd02B64fbf1be9771D853Af462A209621d0,83D1Ce98Cc3821766b0Cb3963513F50200A84b0E
1,49,0x2e97F05ED2AdE9d5420b0269Ce8EB66D10EF9DF1,C7Cf617516c01d3bb6AE20707dE52B81113FC790
1,50,078D8951e67358ae13A7132AFB23e7a9B2F3C08c,acEAef2b1c677eD3689e7f344ecBB5Ae0f1ed4f4
1,51,0x74EA21446260Bfe34A76e6a8b5Eb6f72d83F2702,0278B2cA3a7970fE27bfd0506d01d0d1d20cB3a6
1,52,9D3B9F6939c980ad52b6046425f6973BA7dEd997,CC37c4ABBd96F978Af5ed3b85F6346f0029Fa4B6
1,53,0x25364934790eF5Fe38f07daE28ff26474B2cEf55,1e09B7D04b9D5B3C156dc3a2D58b0AEdfDAb599F
1,54,0345E72912B847db9a671e57c41a61619E6f1650,88eC7e7fDBFf202b024C108c0E205C0A7a6b5DDb
1,55,87f7DC2D2eDC5ae201d9304eD23fD0D2C38f69ED,81279f10F9d5E661FD7862981629d1c0E4E6a771
1,56,1E3A74F191bA8Cc134bdfCA8b9a25DCD555274E1,2ffd59CF7c5ed6Dcee1Be4FB95e8fC31D18d88Ac
1,57,0x57b6735Ba42E560588e5d2E88e75d2c51a43c7a7,B1d87D3A4E1a49EfA3C81f738CA46804dDc82AD1
1,58,aBE18626252b9AAeeaB99258A3Dc41B77aBA8b53,d4DB6b284434fc37568DFb78eDc4f11331F9ec74
1,59,3b92f465343FB9f7bE45495a3aE8809c82Afb9E5,017f5Dd20ca19Ff3E3670E4f20497F8dD26aF212
1,60,d736718F24DDE5dfe5a407767644eB0599cCf533,8a6197BC5755ADC0C7E0174Cd64d9Fba2533b0fD
1,61,0x558393b9B423652ae630eA2a95e1F4dEA907Db82,F94f04f4672c1242731975721e88C55FDBc340CD
1,62,0x7740E73503Ff182aa0564b91A31EB536C92a276A,5b05a3cDF7e53845e5B9939C7668dd3Af6248Fef
1,63,e36F7B5bcA53583FABfa39b30d74e0DE2026aC10,21CEC3F0bBFfe005F7378c27d537659F257718bd
1,64,8129A10a23d468377c2e0CE553B4914C161c158B,DD21DCc1A9d393550A49999363e383c8409Ee1A2
1,65,a9811e653FB3eF3805f6E183FDEDE7a4b9750dF6,7459891A8862d26ff5aF86846a4c080f93f2E3c7
1,66,dade4795c59b6d3618a32b842D51711f62e59BAB,41178eb96B6ca06d975f6D96459Af9D27349b1C1
1,67,0x823803Bf05c582e8715114F9a7f41B645144DdA1,074F9A35ea4f47deB1dAC246Ce438053FaDCfe83
1,68,883dC19cec1ADd1C7fbab1290C8384bb9cb90d83,732a63542e63Ad6c35C44959272c4094F49f9871
1,69,162B98C41A2e9142b44780999252Fb3f444bd55b,648597D958A49Da45ac51f9DB734D7aBee8612Df
1,70,4921844f4c1EA4897D27a44644125898ddF1EFFf,c7f50198fe238fC3d1bFB4330139C18e1feC4F3A
1,71,dfC45533dA0289aEA431c571B8D2F5b11B8cB760,D8dB2304665b932C636498215F6f4df003C73ea1
1,72,7a3D50eca093e11CA0466b1Ff560F0656FCfBa8a,8733E8e4872F3b47786F590f4Aa426C702435527
1,73,1090DF3A5743dCDA546b33d02d5067765394f146,7F9EB9E3A73a6F242cA4Aa2329e4F1cc8263417B
1,74,8B30A122D23D0c8AB5215880Dc0C2Fb0a4F4b8d3,f5C647ca1e7AcE9748FA90d4e4fd9D34c6799A78
1,75,E47E152F38109EcFbc73ff894114188496A315dB,1d7a8b32241CB4165a0C50a9e9891Eb436eb0926
1,76,d0baAB12774580a8318f504873EE8d38bBd1CA89,4714998552b01c4f717DD0D6911d4AD6c8CC996E
1,77,5Aa38377c1D0ec3C6D73514C6EF2705B64a9563d,958a5F1AA335F015bFc9982A99Fe6a802a876819
1,78,6c105F4854c44E760679D1D11eE41B0D89D3750F,2174a31cfD10Dd08535C32f9edC278E9939530d7
1,79,B97F2059e0878AB006A3d4C5D9dC5b3c41971392,727208F580Dca7c5af9b375532411f1d4e59c2e2
1,80,8970b9252AeBc0d96Edb8851C47472ab020dCA22,Edf9da3e82e38271b7c84Cf04f2A052C53DA92e3
1,81,cd2D587311e91F406a963fb494ef9b6790cE6394,CD3175bfB63f42F6d56B1B7Ba552db9B956a1Ccd
1,82,22A28AEB62A9ED8DF939c1D18dAf1d64fF300Cbb,26a23B4166e9B23c5BB16B643c2d9A6E37155B6D
1,83,94eB034836C15941459248E0287dEA8a3A4b8bdc,259e026771BFC59fB5BC17c20A2e6512f3c26c3A
1,84,BbbB402f844850f5DbCAF9E1dfD33BCdd0eF1e97,315D78E0F8882212524646dE4632e38B29f42066
1,85,0x59A2B242BEF0a484Be1F65c83B4c919557341E46,5D233feD43d094502642F792ee9b383A952727bF
1,86,d24E69d42F6e30f24214F4bd925B29d841709761,60f85442395267eF35aC056985156821039aFdE5
1,87,1B7078cA7CAc120627A8c6eC564966318bB2866E,BF73706A8C83104aec95c1B85e5fc30D85c30E72
1,88,7D6C386aAb01D57Fc85CA856c73c5A073954ab03,4eAd446eAF8b3f406C7b03539f9Ccef4721f25b7
1,89,2775F537cc6d6891535b1A1F6bae330bCD238965,Dc0D99002300a41739993cF91181A5A25F10bb5c
1,90,d0e619498aEBCDfbFB2Ee0d2014ac93ca497241A,E4c1febbCA0FF6d0637a57cb7f7a0366040d2677
1,91,6C39732790D159458EcA107625331e1e5224e2e9,700CF148D724b6B4a6116642339361c203743737
1,92,F290E7FD0E116dB05cd9Aa2D1B8A262889B9884A,1226137BC21b3B7033da0bFeaee82f9eA1A22476
1,93,8Bf91e5eF37Ee14Bc13F52143AF847Aa82399dc9,267C74fb329E3E6d5CDB0E222D083900CCc0FeEC
1,94,df42195901B8900E56F4E591Ee6A53D4C768594b,Bd0dAc78370D2285533f4870D8B61827AB9dab74
1,95,54BC8E2CfC8f4786c65ad43ef711236c472b9B40,6eB870B6dd1ecf8693442f9dA0FbaE14D731d365
1,96,804f4c0bFAaf6580446f199FCC198Dee86fD4f92,D8a8322ac3ec1DB363225E3a0e0e1F956D65eeF3
1,97,D80C93CB03694f85A01A58D4e4D474cBe9Dc8658,2cbFCB6fECbCaF3D6E3dfe9290Cd393a143eb23B
1,98,E97b955045589f95c14249c26954395DD48C92f9,2e988C87Aa702cFEc91cBE7b043219B53503D80b
1,99,aB2f4b1898f5b40d28E374886755135B56d6e2E5,6ACEeE8FF0f86880480D0c012Eef816818e96bAa
1,100,b3569A79cd4498a8EB6f4D0Cbd3057820156F670,C219830F0e93651b5B548f826638108927f9bED0
1,101,b9Aaa7aC95C5114f4B0E3909356A7581B93Fe964,8Db9B802ACc5139Df615b07aCF8E692221Ef94Ae
1,102,9CCb84e920fd294016EEcDa3AD8352540037A032,F2453f0348906Ab85e49bB8af126C58fe8E22482
1,103,789d2903ef31068Cc9Deb0Ad05324C3213033D06,71D3Df64Bd2C9cc228616e698031Af9CF8d1a17b
1,104,8766d2BDFF3fcF459AB2Eefe4eC63BE1BE797CDe,D2Fd1371B2DFc6aEBEC8813bf96FA5D0Fe6e5ED0
1,105,31F436CE8991Cc0e6796B49891FE474de9a0487D,3E99CeAed6a963895d8354D015D4fef3fD5EB4e7
1,106,0x53160723c785f0F04FD7A8FA6AA2FF014153bE6d,43F07EE19Eb907184B7695c0e2d68cbD5a935955
1,107,0xF976032C6DeD7bEB46572789395f36a8af93C43D,EA058f51214F9745Bed49646300cB49Fdcfe0Cc6
1,108,0x9EBD1b4F9DbB851BccEa0CFF32926d81eDf6De52,0804db6f5bf9C7F06Aaa97cc3B71211736D05ab2
1,109,0xc5850a5116F58a11f9AC8702fD9F23ff878a6b82,AE4105ae5BC2EA497E610f83980d725bE9942bCD
1,110,041697AA0f20E99EAb4F567c30F2778F763EBf0c,848929212C00F0D9F97f0982FB6D24aEf0d88f52
1,111,7F329f87a04F00f44b579A826F3EF3A309d14faA,d80BAa7C672D0F473BceF19aed95d89D0427803d
1,112,0xc8Dc307FE696b71f30429fF3a602CB2420965F16,19F394F37Aa56378661Ef5764C2A551d3F96F8a4
